experiment,id,block,seedlot,tag,ht.12.prev,ht.11.prev,d.12.prev,sc.prev,hc.prev,tc.prev,vc.prev,vh.prev,needle.length,unmeasurable.prob.prev,inaccessible.prob.prev,browsed.prob.prev,forked.prob.prev,missing.prob.prev,dead.prob.prev,underobj.prob.prev,broken.prob.prev,dieback.prob.prev,uncertain.prob.prev,shrub.choke.prob.prev,yellow.prob.prev,bud burst.prob.prev,misc.prob.prev,comment.prev,ht.15,ht.14,ht.13,ht.12,d.15,sc,hc,vh,unmeasureable.prob.curr,inaccessible.prob.curr,browsed.prob.curr,forked.prob.curr,missing.prob.curr,dead.prob.curr,under.prob.curr,broken.prob.curr,dieback.prob.curr,uncertain.prob.curr,shrub.choke.prob.curr,yellow.prob.curr,budburst.prob.curr,mech.damage.prob.curr,frost.damage.prob.curr,supp.prob.curr,red.r.prob.curr,misc.serious.prob.curr,misc.prob.curr
BDF,6,A,S,,235,171,7.65,B,G,,,46,19,,,,,,,,,,,,,,, ,108,69.5,42,22.5,31.7,E,D,60,,,,,,,,,,,,,X,,,,,,
BDF,7,A,S,,298,210,7.8,0,G,,,43,16.5,,,,,,,,,,,,,,, ,100,53.5,29,24,30.4,A,E,30,,,,,,,,,,,,,,,,,,,
BDF,8,A,S,,291,205,9.15,0,F,,,50,18,,,,,,,,,,,,,,, ,93,54,30,19,35.5,A,C,25,,,,,,,,,,,,,,,,,,,
BDF,9,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
BDF,10,A,S,,185,100,6.03,0,G,,,44,17,,,,X,,,,,,,,,,, ,118.5,69.5,36,18,44.7,A,D,60,,,,X,,,,,,,,,,,,,,,
BDF,11,A,S,,278,175,10.34,B,D,,,50,19,,,,,,,,,,,,,,, ,86,50,33,22,31.5,F,D,60,,,,,,,,,,,,,,,,,,,
BDF,12,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,13,A,S,,155,106,5.71,C,G,,,44,,,,,,,,,,,,,,,, ,,,,,,H,C,70,,,,,X,,,,,,X,,,,,,,,
BDF,14,A,S,,244,145,8.05,0,F,,,52,18,,,,,,,,,,,,,,, ,114,69,46,,39.9,D,E,50,,,,,,,,,,,,,,,,,,,
BDF,15,A,S,,192,101,5.83,0,G,,,40,19,,,,,,,,,,,,,,, ,85.5,52,37.5,20.5,32,A,D,30,,,,,,,,,,,,,,,,,,,
BDF,16,A,S,,224,192,5.25,0,G,,,45,20,,,,,,,,,,,,,,, ,62.5,33,23,17,21.3,A,D,40,,,,,,,,,,,,,,,,,,,
BDF,17,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,18,A,S,,316,200,11.42,0,E,,,40,18.5,,,,,,,,,,,,,,, ,96.5,65.5,46,28.5,42.8,D,C,55,,,,,,,,,,,,,,,,,,,
BDF,19,A,S,,258,193,6.68,0,F,,,40,16,,,,,,,,,,,,,,, ,71.5,43,28,18,24.4,B,C,20,,,,,,,,,,,,,,,,,,,
BDF,20,A,S,,235,139,8.98,0,F,,,50,20.5,,,,,,,,,,,,,,, ,100.5,64.5,36,25.5,40.2,D,D,65,,,,,,,,,,,,,X,,,,,,
BDF,21,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,22,A,S,,219,132,6.31,0,G,,,35,20,,,,,,,,,,,,,,, ,106.5,66.5,46,28,46.3,A,D,45,,,,,,,,,,,,,,,,,,,
BDF,23,A,S,,280,184,8.5,0,E,,,45,18,,,,,,,,,,,,,,, ,106,65,40,15,44,A,E,35,,,,,,,,,,,,,X,,,,,,
BDF,24,A,S,,195,195,10.3,0,D,,,40,19.5,,,X,,,,,,,,,,,, ,101.5,65,39,27,46.8,A,E,45,,,,,,,,,,,,,,,,,,,
BDF,25,A,S,,284,200,9.06,0,E,,,40,18,,,,,,,,,,,,,,, ,102,64,38,24,39.8,A,D,45,,,,,,,,,,,,,,,,,,,
BDF,26,A,S,,257,180,6.84,0,G,,,50,20,,,,,,,,,,,,,,, ,74,44,29.5,23,30.8,B,D,45,,,,,,,,,,,,,,,,,,,
BDF,27,A,S,,247,195,6.89,0,F,,,50,17,,,,,,,,,,,,,,, ,119,73,42,18,53.4,A,D,25,,,,X,,,,,,,,,,,,,,,
BDF,28,A,S,,248,248,14.38,0,G,,,46,15.5,,,X,,,,,,,,,,,, ,85,46,34,23,32,A,E,25,,,,,,,,,,,,,X,,,,,,
BDF,29,A,S,,294,183,10.05,0,F,,,45,21,,,,,,,,,,,,,,, ,92,59,41.5,29,36.9,D,D,40,,,,,,,,,,,,,X,,,,,,
BDF,30,A,S,,322,180,9.85,0,F,,,45,18,,,,,,,,,,,,,,, ,161,101,66,29,54.6,A,C,35,,,,,,,,,,,,,,,,,,,
BDF,31,A,S,,185,139,5.24,A,F,,,40,13.5,,,,,,,,,,,,,,, ,50,34,24,18.5,17.3,D,D,45,,,,,,,,,,,,,,,,,,,
BDF,32,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,33,A,S,,372,178,12.8,0,0,,,0,21,,,,,,,,,,,,,,, ,150.5,102,61,30,61.4,B,C,30,,,,,,,,,,,,,,,,,,,
BDF,34,A,S,,301,210,8.06,0,E,,,30,20.5,,,,,,,,,,,,,,, ,109.5,61,37.5,24,37.4,A,D,45,,,,,,,,,,,,,,,,,,,
BDF,35,A,S,,280,240,7.02,0,G,,,40,17,,,,,,,,,,,,,,, ,73,46.5,32.5,24,27.7,A,E,30,,,,,,,,,,,,,,,,,,,
BDF,36,A,S,,239,160,6.54,A,E,,,45,19,,,,,,,,,,,,,,, ,73,44,27,19,31.6,E,D,50,,,,,,,,,,,,,,,,,,,
BDF,37,A,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,38,A,S,,225,176,7.86,D,D,,,20,16.5,,,,,,,,,,,,,,, ,64,38.5,28,18.5,19.5,F,C,75,,,,,,,,,,,,,X,,,,,,
BDF,39,A,S,,332,160,12.91,0,B,,,45,17,,,,,,,,,,,,,,, ,98,66.5,49,25.5,31.7,E,A,45,,,,,,,,,,,,,,,,,,,
BDF,40,A,S,,316,224,9.75,B,D,,,40,17.5,,,,,,,,,,,,,,, ,121,78.5,45,26.5,36.4,E,A,60,,,,,,,,,,,,,,,,,,,
BDF,41,A,S,,239,185,6.09,0,G,,,35,16,,,,,,,,,,,,,,, ,54.5,33,24,19,18.3,D,B,40,,,,,,,,,,,,,,,,,,,
BDF,42,A,S,,255,188,8.62,0,D,,,35,13,,,,,,,,,,,,,,, ,54,36.5,29.5,18.5,24.1,A,A,30,,,,,,,,,,,,,,,,,,,
BDF,43,A,S,,263,166,7.4,D,A,,,35,16.5,,,,,,,,,,,,,,, ,35,21,16,15,14.7,E,A,70,,,,,,,,,,,,,,y,,,,,Md
BDF,44,A,S,,265,265,5.75,A,B,,,25,12,,,X,,,,,,,,,,,, ,43,29,23,18,14.8,E,D,50,,,,,,,,,,,,,,,,,,,
BDF,45,A,S,,357,199,9.1,0,A,,,10,12,,,,,,,,,,,,,,, ,53.5,45.5,39,31,20.8,C,A,50,,,,,,,,,,,,,,,,,,,
BDF,46,A,S,,225,175,6.22,B,B,,,10,10,,,,,,,,,,,,,,, ,40,30,23,17,14.5,A,D,30,,,X,,,,,,,,,,,,,,,,
BDF,47,A,S,,207,176,6.09,E,A,,,40,11.5,,,,,,,,,,,,,,, ,35.5,23,19,16,9.7,G,A,80,,,,,,,,,,,,,,,,,,,
BDF,48,A,S,,255,220,5.6,D,C,,,30,,,,,,,,,,,,,,,, ,,,,,5,F,A,55,,,,,,X,,,,,,,,,,,,,
BDF,49,A,S,,254,179,7.85,0,D,,,30,14,,,,,,,,,,,,,,, ,46.5,34,27,20.5,19.3,E,A,50,,,,,,,,,,,,,,,,,,,
BDF,1,B,N,,274,168,7.72,0,F,,,30,16,,,,,,,,,,,,,,, ,81.5,52,30,23.5,33.5,D,E,55,,,,,,,,,,,,,X,,,,,,
BDF,2,B,N,,270,125,10.45,0,F,,,50,20,,,,,,,,,,,,,,, ,100.5,69.5,40,22,36.9,D,D,50,,,,,,,,,,,,,X,,,,,,
BDF,3,B,N,,195,110,6.81,A,F,,,30,12.5,,,,,,,,,,,,,,, ,63,37.5,25,19.5,22.3,E,E,60,,,,,,,,,,,,,,,,,,,
BDF,4,B,N,,270,178,6.19,D,F,,,45,16.5,,,,,,,,,,,,,,, ,57.5,40,,,,I,B,55,,,,,,,,,,,X,,,,,,,,
BDF,5,B,N,,189,126,5.65,0,F,,,30,14.5,,,,,,,,,,,,,,, ,48,33,26,20,17.7,E,E,50,,,,,,,,,,,,,,,,,,,
BDF,6,B,N,,298,170,7.98,0,E,,,30,14.5,,,,,,,,,,,,,,, ,95.5,63.5,37,25,32.2,B,D,25,,,,,,,,,,,,,,,,,,,
BDF,7,B,N,,218,144,5.45,D,E,,,30,,,,,,,,,,,,,,,, ,,,,,,F,D,70,,,,,X,,,,,,X,,,,,,,,
BDF,8,B,N,,304,178,11.08,0,G,,,45,17,,,,,,,,,,,,,,, ,81.5,53,36,25,40.8,D,E,50,,,,,,,,,,,,,,,,,,,
BDF,9,B,N,,140,100,5.14,B,G,,,50,9,,,,,,,,,,,,,,, ,26,19,,,13.2,E,F,70,,,,,,,,,,,X,,,,,,,,
BDF,10,B,N,,212,85,6.24,0,E,,,50,16,,,,,,,,,,,,,,, ,89,57,36,19.5,32.3,A,E,45,,,,,,,,,,,,,,,,,,,
BDF,11,B,N,,261,172,10.3,0,E,,,40,15,,,,,,,,,,,,,,, ,77,48.5,36,23,32.3,A,D,40,,,,,,,,,,,,,,,,,,,
BDF,12,B,N,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,13,B,N,,243,115,8.18,E,E,,,40,19,,,,,,,,,,,,,,, ,91,60,43,24,30.1,E,D,65,,,,,,,,,,,,,,,,,,,
BDF,14,B,N,,226,120,9.15,0,F,,,60,19,,,,,,,,,,,,,,, ,91,55.5,36,21,44.4,A,C,65,,,,,,,,,,,,,,,,,,,
BDF,15,B,N,,261,146,10.07,B,F,,,45,17,,,,,,,,,,,,,,, ,100,64.5,36,24.5,25.5,D,C,65,,,,,,,,,,,,,,,,,,,
BDF,16,B,N,,209,170,5.65,D,F,,,45,15,,,,,,,,,,,,,,, ,69.5,41,29,18.5,17.8,F,D,90,,,,,,,,,,,,,,,,,,,
BDF,17,B,N,,316,238,9.82,A,F,,,40,16,,,,,,,,,,,,,,, ,95.5,62.5,45,30,36.5,D,D,75,,,,,,,,,,,,,,,,,,,
BDF,18,B,N,,238,172,7.2,D,E,,,45,17,,,,,,,,,,,,,,, ,48,29,24.5,20.5,17.7,E,A,90,,,,,,,,,,,,,,,,,,,
BDF,19,B,N,,232,158,6.64,E,C,,,50,17,,,,,,,,,,,,,,, ,68,30,22,21,14,G,A,75,,,,,,,,,,,X,,X,,,,,,
BDF,20,B,N,,253,187,7.17,0,F,,,45,16,,,,,,,,,,,,,,, ,58.5,35,26,22,22.2,B,C,35,,,,,,,,,,,,,,,,,,,
BDF,21,B,N,,270,139,8.57,0,F,,,35,18.5,,,,,,,,,,,,,,, ,77.5,48,36.5,27,31.5,D,B,40,,,,,,,,,,,,,,,,,,,
BDF,22,B,N,,274,161,9.6,0,G,,,45,17,,,,,,,,,,,,,,, ,77,47,34,26.5,30.8,A,E,35,,,,,,,,,,,,,,,,,,,
BDF,23,B,N,,189,93,8.33,B,G,,,30,17,,,,,,,,,,,,,,, ,75,36,30.5,17.2,25.2,E,C,80,,,,,,,,,,,,,,,,,,,
BDF,24,B,N,,172,125,5.96,A,G,,,35,12,,,,,,,,,,,,,,, ,39,26,19.5,15,11.3,F,E,50,,,,,,,,,,,,,,,,,,,
BDF,25,B,N,,194,150,5.4,E,D,,,40,18.5,,,,,,,,,,,,,,, ,41.5,30,21,17,13.7,I,B,105,,,,,,,,,,,X,,,,,,,,
BDF,26,B,N,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
BDF,27,B,N,,158,158,6.2,D,E,,,45,12,,,X,,,,,,,,,,,, ,28.5,20,17,12.5,10.2,F,B,100,,,X,,,,,,,,,,,,,,,,
BDF,28,B,N,,175,130,6.35,E,E,,,55,,,,,,,,,,,,,,,, ,,,,,,G,D,80,,,,,X,,,,,,X,,,,,,,,
BDF,29,B,N,,186,145,6.33,E,B,,,45,14,,,,,,,,,,,,,,, ,40.5,24.5,17.5,,11.8,F,B,120,,,,,,,,,,,X,,,,,,,,
BDF,30,B,N,,203,141,5.24,D,F,,,40,13.5,,,,,,,,,,,,,,, ,33,23,20,16,11.8,F,E,20,,,,,,,,,,,,,,,,,,,
BDF,31,B,N,,278,158,7.09,E,C,,,35,13.5,,,,,,,,,,,,,,, ,61,39.5,33,22,14.5,H,B,65,,,,,,,,,,,,,,,,,,,
BDF,32,B,N,,192,164,5.72,0,F,,,50,11.5,,,,,,,,,,,,,,, ,33,23.5,20,17,12.3,A,E,40,,,,,,,,,,,,,,,,,,,
BDF,33,B,N,,231,168,6.38,F,A,,,40,17,,,,,,,,,,,,,,, ,36,26,24,22,9.3,H,B,100,,,,,,,,,,,X,,,,,,,,
BDF,34,B,N,,201,153,5.3,B,F,,,40,10,,,,,,,,,,,,,,, ,33,27,24,20,9.1,D,C,55,,,,,,,,,,,,,,,,,,,
BDF,35,B,N,,286,144,10.1,0,F,,,30,19,,,,,,,,,,,,,,, ,97,63,43,26,35.9,A,E,70,,,,,,,,,,,,,,,,,,,
BDF,36,B,N,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
BDF,37,B,N,,142,125,4.88,D,C,,,30,9,,,,,,,,,,,,,,, ,15,13,,,5.9,E,D,60,,,,,,,,,,,,,,,,,,,
BDF,38,B,N,,221,131,8.05,D,D,,,25,11,,,,,,,,,,,,,,, ,35,27,25,19.5,14.5,E,D,50,,,,,,,,,,,,,,,,,,,
BDF,39,B,N,,216,140,5.94,D,C,,,35,11,,,,,,,,,,,,,,, ,24,17.5,15.5,14.5,10.1,G,C,80,,,,,,,,,,,,,,,,,,,
BDF,40,B,N,,168,132,5.8,F,B,,,40,10,,,,,,,,,,,,,,, ,19.5,13,12,10.5,17.1,I,B,100,,,,,,,,,,,X,,,,,,,,
BDF,41,B,N,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,X,X,,,,,,,,,,,,,
BDF,42,B,N,,217,128,7.51,0,E,,,30,16,,,,,,,,,,,,,,, ,52,37,26,13,22.3,A,E,30,,,,,,,,,,,,,X,,,,,,
BDF,43,B,N,,141,126,5.05,E,C,,,35,,,,,,,,,,,,,,,, ,,,,,,F,C,60,,,,,X,,,,,,,,,,,,,,
BDF,44,B,N,,160,136,5.27,E,C,,,25,7,,,,,,,,,,,,,,, ,15.5,13.5,,,6.8,F,C,50,,,,X,,,,,,,,,,,,,,,
BDF,45,B,N,,277,157,9.13,E,C,,,35,13,,,,,,,,,,,,,,, ,44,28.5,25.5,14,15.5,F,A,60,,,,,,,,,,,,,,,,,,,
BDF,46,B,N,,199,113,7.2,E,B,,,40,14.5,,,,,,,,,,,,,,, ,34,24,20,15.5,12.8,F,A,110,,,,,,,,,,,X,,,,,,,,
BDF,47,B,N,,155,155,4.26,E,0,,,50,,,,,,,,,,,,,,,, ,,,,,,I,A,50,,,,,X,,,,,,X,,,,,,,,
BDF,48,B,N,,203,142,4.71,D,B,,,35,12,,,,,,,,,,,,,,, ,31,21,16,11,11.3,F,B,75,,,,,,,,,,,,,,,,,,,
BDF,49,B,N,,196,149,6.99,B,B,,,45,10.5,,,,,,,,,,,,,,, ,32.5,22,17.5,14.5,15.4,A,D,15,,,,,,,,,,,,,,,,,,,
BDF,1,B,S,,226,137,8.56,C,B,,,35,15.5,,,,,,,,,,,,,,, ,77.5,43,30,20.5,24.3,F,C,60,,,,,,,,,,,,,,,,,,,
BDF,2,B,S,,NA,NA,,,,,,NA,,,,,,X,X,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDF,3,B,S,,219,97,5.87,0,F,,,40,15,,,,,,,,,,,,,,, ,78.5,54,37.5,20,25,B,D,30,,,,,,,,,,,,,,,,,,,
BDF,4,B,S,,199,159,6.1,C,F,,,40,16,,,,,,,,,,,,,,, ,62,30,22,17,18.9,F,D,45,,,,,,,,,,,,,,,,,,,
BDF,5,B,S,,297,139,9.35,D,E,,,35,19,,,,,,,,,,,,,,, ,97.5,57.5,42,26,29.9,E,E,50,,,,,,,,,,,,,X,,,,,,
BDF,6,B,S,,250,131,8.9,0,D,,,70,22,,,,,,,,,,,,,,, ,126,73,43,19,54.8,B,D,55,,,,,,,,,,,,,,,,,,,
BDF,7,B,S,,300,153,10.15,0,D,,,40,22,,,,,,,,,,,,,,, ,119,73.5,41,27,51.5,A,D,60,,,,,,,,,,,,,X,,,,,,
BDF,8,B,S,,261,187,8.5,0,F,,,45,17.5,,,,,,,,,,,,,,, ,94,61,38,21.5,36.1,A,C,60,,,,,,,,,,,,,X,,,,,,
BDF,9,B,S,,274,197,8.6,0,F,,,55,19.5,,,,,,,,,,,,,,, ,85,50,32,23,33.9,A,D,30,,,,,,,,,,,,,,,,,,,
BDF,10,B,S,,325,181,11.65,0,F,,,40,22,,,,,,,,,,,,,,, ,127,75,54.5,31,46.7,F,D,55,,,,,,,,,,,,,X,,,,,,
BDF,11,B,S,,408,205,12.2,0,E,,,45,19.5,,,,,,,,,,,,,,, ,136,88,60.5,34.5,56.9,D,A,60,,,,,,,,,,,,,X,,,,,,
BDF,12,B,S,,227,140,7.89,0,E,,,55,17.5,,,,,,,,,,,,,,, ,107.5,62,48.5,22.5,45.3,A,D,50,,,,,,,,,,,,,,,,,,,
BDF,13,B,S,,249,138,9.19,0,F,,,60,22,,,,,,,,,,,,,,, ,109.5,66,36,19,41.8,A,D,70,,,,,,,,,,,,,,,,,,,
BDF,14,B,S,,283,120,9.09,0,0,,,0,19.5,,,,X,,,,,,,,,,, ,120,68,40.5,20,41.6,C,B,55,,,,X,,,,,,,,,,,,,,,"""basal of the larger""--not sure what this says"
BDF,15,B,S,,233,162,6.63,0,F,,,45,18.5,,,,,,,,,,,,,,, ,76,46,32,24,27.3,A,D,40,,,,,,,,,,,,,,,,,,,
BDF,16,B,S,,286,195,7.95,0,F,,,45,12,,,,,,,,,,,,,,, ,81,52,34,25,28.3,B,D,55,,,,X,,,,,,,,,,,,,,,
BDF,17,B,S,,286,153,10.05,0,E,,,50,20.5,,,,,,,,,,,,,,, ,138,87.5,50,24,52.8,A,B,70,,,,,,,,,,,,,X,,,,,,
BDF,18,B,S,,234,127,9.88,0,0,,,0,18,,,,,,,,,,,,,,, ,124,80,44,19,52.6,A,A,0,,,,,,,,,,,,,,,,,,,
BDF,19,B,S,,356,192,12.29,0,D,,,40,14.5,,,,,,,,,,,,,,, ,133,95,54,34,24.3,A,C,50,,,,,,,,,,,,,,,,,,,
BDF,20,B,S,,285,176,8.69,C,D,,,50,17.5,,,,,,,,,,,,,,, ,111,71,45,25,41,E,C,70,,,,,,,,,,,,,,,,,,,
BDF,21,B,S,,116,68,5.6,0,E,,,55,18,,,,,,,,,,,,,,, ,55.5,32,19.5,8.5,21.5,C,C,40,,,,,,,,,,,,,X,,,,,,
BDF,22,B,S,,230,143,7.09,C,E,,,30,17,,,,,,,,,,,,,,, ,79,47,31.5,21.5,28.2,E,B,80,,,,,,,,,,,,,,,,,,,
BDF,23,B,S,,270,186,8.88,C,E,,,40,16,,,,,,,,,,,,,,, ,57.5,34.5,24.5,20.5,20.9,F,C,55,,,,,,,,,,,,,,,,,,,
BDF,24,B,S,,288,168,9.13,A,C,,,35,18.5,,,,,,,,,,,,,,, ,82,55,41,27.5,28.9,D,A,70,,,,,,,,,,,,,,,,,,,
BDF,25,B,S,,286,198,8.6,A,0,,,20,15.5,,,,,,,,,,,,,,, ,89,57,38,24,38.5,D,A,60,,,,,,,,,,,,,X,,,,,,
BDF,26,B,S,,281,186,8.38,D,D,,,35,16,,,,,,,,,,,,,,, ,86.5,53,34.5,26.5,24.8,B,F,75,,,,,,,,,,,,,,,,,,,
BDF,27,B,S,,255,215,6.42,0,F,,,40,20,,,,,,,,,,,,,,, ,88,58,33,24,28.8,A,D,50,,,,,,,,,,,,,,,,,,,
BDF,28,B,S,,256,163,9.52,C,C,,,40,16.5,,,X,X,,,,,,,,,,, ,82.5,49,35.5,18,28.4,A,E,60,,,,,,,,,,,,,,,,,,,
BDF,29,B,S,,276,180,8.55,0,F,,,30,21,,,,,,,,,,,,,,, ,125,69.5,43,24,41.6,A,D,40,,,,,,,,,,,,,,,,,,,
BDF,30,B,S,,231,116,9.58,0,D,,,30,20.5,,,,,,,,,,,,,,, ,110.5,75,46.5,25,46.5,A,D,55,,,,,,,,,,,,,,,,,,,
BDF,31,B,S,,253,120,8.66,0,B,,,40,20.5,,,X,,,,,,,,,,,, ,89,60,36,24,37.4,D,A,40,,,,,,,,,,,,,,,,,,,
BDF,32,B,S,,201,174,5.34,C,E,,,45,13,,,,,,,,,,,,,,, ,43,30.5,23.5,17.5,14.3,E,C,75,,,,,,,,,,,,,,,,,,,
BDF,33,B,S,,212,152,7.17,A,F,,,45,16.5,,,,,,,,,,,,,,, ,97,55.5,34.5,19,29.4,C,D,45,,,,,,,,,,,,,,,,,,,
BDF,34,B,S,,230,176,7.05,B,F,,,60,15.5,,,,,,,,,,,,,,, ,58,36.5,24,18,22.5,E,D,80,,,,,,,,,,,,,,,,,,,
BDF,35,B,S,,271,166,8.58,D,C,,,40,15,,,,,,,,,,,,,,, ,72.5,50,40.5,23.5,20.6,F,C,75,,,,,,,,,,,,,,,,,,,
BDF,36,B,S,,277,201,11.25,0,C,,,25,18,,,X,,,,,,,,,,,, ,119,74.5,43.5,20,49.9,A,B,45,,,,,,,,,,,,,,,,,,,
BDF,37,B,S,,306,173,8.68,A,0,,,50,19,,,,,,,,,,,,,,, ,114.5,74,49,26,42.9,A,A,30,,,,,,,,,,,,,,,,,,,
BDF,38,B,S,,209,157,6.1,B,C,,,35,11.5,,,,,,,,,,,,,,, ,37,27,22,18,15.9,E,C,90,,,,,,,,,,,,,,,,,,,
BDF,39,B,S,,235,195,5.91,D,C,,,20,13,,,,,,,,,,,,,,, ,34,28,26,23,11,F,C,55,,,,,,,,,,,,,,,,,,,
BDF,40,B,S,,234,140,6.3,0,F,,,30,16.5,,,,,,,,,,,,,,, ,56,34.5,25.5,19,18,D,D,60,,,,,,,,,,,,,,,,,,,
BDF,41,B,S,,282,146,9.16,0,E,,,30,16,,,,,,,,,,,,,,, ,80,50.5,35.5,26,27.3,A,C,40,,,,,,,,,,,,,,,,,,,
BDF,42,B,S,,280,184,8.85,D,E,,,35,13.9,,,,,,,,,,,,,,, ,53,33.5,26,20.5,20,E,B,90,,,,,,,,,,,,,,,,,,,
BDF,43,B,S,,338,221,9.15,E,0,,,50,19,,,,,,,,,,,,,,, ,100,66,41.5,,23.4,G,D,130,,,,,,,,,,,,,,,,,,,
BDF,44,B,S,,223,153,7.5,0,B,,,50,13,,,X,,,,,,,,,,,, ,50,34.5,25,14,23.2,A,A,25,,,,,,,,,,,,,,,,,,,
BDF,45,B,S,,163,129,4.68,E,B,,,50,14.5,,,X,,,,,,,,,,,, ,47,28,19,10.5,10.5,F,B,95,,,,,,,,,,,,,,,,,,,
BDF,46,B,S,,154,154,7.25,E,C,,,45,15,,,X,,,,,,,,,,,, ,46,28,13,,13.4,G,A,95,,,,,,,,,,,,,,,,,,,
BDF,47,B,S,,252,195,5.6,E,D,,,35,17,,,X,,,,,,,,,,,, ,51,40,29,22,8.6,F,B,90,,,,,,,,,,,X,,,,,,,,"""Damaged by investigator"""
BDF,48,B,S,,242,144,7.26,C,E,,,30,14.5,,,,,,,,,,,,,,, ,64,43.5,35,22,17.8,E,B,80,,,,,,,,,,,,,,,,,,,
BDF,49,B,S,,203,160,4.83,E,C,,,60,9,,,,,,,,,,,,,,, ,21,14,13,12.5,6.6,I,A,110,,,,,,,,,,,X,,,,,,,,
BDF,1,C,E,,279,174,725,0,E,,,55,20,,,,,,,,,,,,,,, ,120.5,67,41,22,36.6,D,D,40,,,X,,,,,,,,,,,,,,,,
BDF,2,C,E,,321,201,1063,0,E,,,30,23,,,,,,,,,,,,,,, ,146,96,59,25,58,A,D,45,,,,,,,,,,,,,,,,,,,
BDF,3,C,E,,320,161,1083,0,D,,,30,22,,,,,,,,,,,,,,, ,130,80,62,24,47.6,A,C,20,,,,,,,,,,,,,X,,,,,,
BDF,4,C,E,,210,130,618,0,F,,,50,21,,,,,,,,,,,,,,, ,87,55,30,17.5,36.2,A,E,40,,,,,,,,,,,,,X,,,,,,
BDF,5,C,E,,276,143,976,0,E,,,45,23,,,,,,,,,,,,,,, ,150,98,64,24,52.4,A,E,40,,,,,,,,,,,,,X,,,,,,
BDF,6,C,E,,251,189,746,0,E,,,50,23,,,,,,,,,,,,,,, ,123,68.5,40,17,36.8,A,E,55,,,,,,,,,,,,,X,,,,,,
BDF,7,C,E,,288,189,913,0,E,,,35,12,,,,,,,,,,,,,,, ,110,64,47,25,42.5,A,C,30,,,,,,,,,,,,,,,,,,,
BDF,8,C,E,,394,195,1303,0,D,,,70,22,,,,,,,,,,,,,,, ,173,117,69,33,63.7,A,D,50,,,X,,,,,,,,,,,,,,,,"""mildly browsed"""
BDF,9,C,E,,211,114,651,0,F,,,60,23.5,,,,,,,,,,,,,,, ,100,50,29,18,32,A,D,35,,,X,,,,,,,,,,X,,,,,,
BDF,10,C,E,,245,148,720,0,E,,,65,18,,,,,,,,,,,,,,, ,90.5,57,35,20,28.1,A,D,50,,,,,,,,,,,,,X,,,,,,
BDF,11,C,E,,326,209,954,0,E,,,40,25,,,,,,,,,,,,,,, ,170,98,65,28,55.5,A,D,30,,,,,,,,,,,,,X,,,,,,
BDF,12,C,E,,323,143,901,0,E,,,55,23,,,,,,,,,,,,,,, ,163,94.5,53,29,52.2,A,F,55,,,,,,,,,,,,,X,,,,,,
BDF,13,C,E,,254,196,764,0,F,,,55,21.5,,,X,,,,,,,,,,,, ,118,68.5,43,18,39.8,A,F,47,,,,,,,,,,,,,X,,,,,,
BDF,14,C,E,,276,177,886,0,D,,,30,24,,,,,,,,,,,,,,, ,153,81,42,21,54.1,B,D,35,,,,,,,,,,,,,,,,,,,
BDF,15,C,E,,436,188,1399,0,D,,,55,21,,,,,,,,,,,,,,, ,171,104,80,44,70,A,C,50,,,,,,,,,,,,,X,,,,,,
BDF,16,C,E,,307,124,860,0,D,,,45,21,,,,,,,,,,,,,,, ,136,86,55,26,49.7,A,C,35,,,,,,,,,,,,,,,,,,,
BDF,17,C,E,,316,161,946,0,E,,,60,21.5,,,,,,,,,,,,,,, ,162,100,65,29,55,C,C,30,,,X,,,,,,,,,,X,,,,,,"""mildly browsed"""
BDF,18,C,E,,372,213,1133,0,E,,,50,20,,,,,,,,,,,,,,, ,148.5,94,64,32,53.4,A,D,55,,,,,,,,,,,,,,,,,,,
BDF,19,C,E,,283,180,758,0,G,,,50,20,,,,,,,,,,,,,,, ,107,54,26,19,34.2,D,D,35,,,,,,,,,,,,,X,,,,,,
